"time","MLoad.Sa","MLoad.Sb","MLoad.Sc","MLoad.Mpd","MLoad.Mpq","MLoad.Mnd","MLoad.Mnq","MLoad.Mhmd","MLoad.Mhmq","MGrid.Sa","MGrid.Sb","MGrid.Sc","DC_AC1.Sa","DC_AC1.Sb","DC_AC1.Sc","MGrid.Mpd","MGrid.Mpq","MGrid.Mnd","MGrid.Mnq","MGrid.Mhmd","MGrid.Mhmq","DC_AC1.Spd","DC_AC1.Spq","DC_AC1.Snd","DC_AC1.Snq","DC_AC1.Szmd","DC_AC1.Szmq","Va.v"
0.0315,15.0065,-23.2115,-9.49856,30.4915,-11.6783,16.821,-12.7123,-6.75526,-1.09219,14.9491,-18.1846,3.23556,0.0574062,-5.0269,-12.7341,19.4015,0.00878908,-0.0086334,0.00164691,-1.54288e-12,2.72613e-12,3.11485e-316,-11.6783,16.821,-12.7123,-6.75526,-1.09219,130.76
0.0316,16.7102,-23.8828,-10.9102,30.4908,-11.6781,16.8209,-12.7116,-6.75454,-1.09308,15.4041,-17.9162,2.51217,1.30618,-5.96654,-13.4223,19.4008,0.0085509,-0.00825488,0.00223043,-1.53357e-12,2.71199e-12,2.24932e-312,-11.6781,16.8209,-12.7116,-6.75454,-1.09308,134.745
0.0317,18.3902,-24.52,-12.3062,30.4902,-11.6779,16.8209,-12.711,-6.75388,-1.09399,15.8371,-17.6224,1.78526,2.55312,-6.89764,-14.0914,19.4002,0.00830817,-0.00783453,0.00276512,-1.54219e-12,2.72513e-12,7.14064e-316,-11.6779,16.8209,-12.711,-6.75388,-1.09399,138.537
0.0318,20.0441,-25.1224,-13.6846,30.4896,-11.6777,16.8209,-12.7103,-6.75326,-1.0949,16.2477,-17.3035,1.05587,3.79644,-7.81885,-14.7405,19.3996,0.00806139,-0.00737812,0.00324799,-1.54047e-12,2.72431e-12,3.11486e-316,-11.6777,16.8209,-12.7103,-6.75326,-1.0949,142.133
0.0319,21.6695,-25.689,-15.0435,30.489,-11.6774,16.8209,-12.7096,-6.75269,-1.09581,16.6351,-16.9601,0.325017,5.03438,-8.72888,-15.3685,19.399,0.00781099,-0.00689157,0.00367666,-1.53778e-12,2.72449e-12,2.27054e-312,-11.6774,16.8209,-12.7096,-6.75269,-1.09581,145.527
0.032,23.2641,-26.2191,-16.3809,30.4884,-11.6771,16.821,-12.709,-6.75216,-1.09673,16.9989,-16.5927,-0.406249,6.26517,-9.62643,-15.9747,19.3984,0.00755746,-0.00638097,0.00404949,-1.54218e-12,2.72287e-12,5.14528e-316,-11.6771,16.821,-12.709,-6.75216,-1.09673,148.714
0.0321,24.8256,-26.7119,-17.695,30.4878,-11.6768,16.8211,-12.7084,-6.75167,-1.09765,17.3386,-16.2017,-1.1369,7.48706,-10.5102,-16.5581,19.3978,0.00730119,-0.00585239,0.00436542,-1.54708e-12,2.73807e-12,3.11486e-316,-11.6768,16.8211,-12.7084,-6.75167,-1.09765,151.69
0.0322,26.3519,-27.1667,-18.9839,30.4873,-11.6765,16.8212,-12.7078,-6.75123,-1.09857,17.6536,-15.7877,-1.86589,8.69831,-11.379,-17.118,19.3973,0.00704267,-0.00531195,0.00462412,-1.53461e-12,2.71463e-12,2.29176e-312,-11.6765,16.8212,-12.7078,-6.75123,-1.09857,154.45
0.0323,27.8407,-27.5829,-20.2457,30.4868,-11.6762,16.8213,-12.7072,-6.75084,-1.09949,17.9435,-15.3513,-2.59219,9.8972,-12.2316,-17.6535,19.3968,0.00678228,-0.00476557,0.00482584,-1.53978e-12,2.72162e-12,5.17864e-316,-11.6762,16.8213,-12.7072,-6.75084,-1.09949,156.991
0.0324,29.2899,-27.9598,-21.4786,30.4863,-11.6759,16.8214,-12.7066,-6.75048,-1.10041,18.2079,-14.8931,-3.31477,11.082,-13.0666,-18.1638,19.3963,0.00652048,-0.00421912,0.00497149,-1.5409e-12,2.72298e-12,3.11487e-316,-11.6759,16.8214,-12.7066,-6.75048,-1.10041,159.308
0.0325,30.6976,-28.297,-22.6809,30.4858,-11.6755,16.8216,-12.706,-6.75016,-1.10133,18.4465,-14.4139,-4.03261,12.2511,-13.8831,-18.6483,19.3958,0.00625763,-0.00367814,0.00506253,-1.53342e-12,2.71318e-12,2.31298e-312,-11.6755,16.8216,-12.706,-6.75016,-1.10133,161.4
0.0326,32.0616,-28.5939,-23.851,30.4853,-11.6752,16.8218,-12.7054,-6.74989,-1.10223,18.6588,-13.9141,-4.74468,13.4027,-14.6797,-19.1063,19.3953,0.00599416,-0.00314798,0.00510099,-1.53412e-12,2.71277e-12,5.09635e-316,-11.6752,16.8218,-12.7054,-6.74989,-1.10223,163.262
0.0327,33.38,-28.8501,-24.987,30.4849,-11.6748,16.822,-12.7049,-6.74965,-1.10313,18.8447,-13.3947,-5.44999,14.5353,-15.4555,-19.5371,19.3949,0.00573042,-0.00263358,0.00508939,-1.54014e-12,2.7197e-12,3.11488e-316,-11.6748,16.822,-12.7049,-6.74965,-1.10313,164.891
0.0328,34.651,-29.0654,-26.0875,30.4844,-11.6744,16.8222,-12.7044,-6.74945,-1.10403,19.0037,-12.8562,-6.14753,15.6473,-16.2092,-19.94,19.3944,0.00546681,-0.00213956,0.00503073,-1.53893e-12,2.72376e-12,2.3342e-312,-11.6744,16.8222,-12.7044,-6.74945,-1.10403,166.287
0.0329,35.8728,-29.2393,-27.1509,30.484,-11.674,16.8224,-12.7039,-6.74929,-1.10491,19.1358,-12.2995,-6.8363,16.7369,-16.9397,-20.3146,19.394,0.00520368,-0.00167009,0.00492839,-1.54055e-12,2.72008e-12,7.13263e-316,-11.674,16.8224,-12.7039,-6.74929,-1.10491,167.446
0.033,37.0435,-29.3716,-28.1756,30.4837,-11.6736,16.8227,-12.7034,-6.74916,-1.10578,19.2407,-11.7254,-7.51534,17.8028,-17.6462,-20.6602,19.3937,0.00494138,-0.00122887,0.00478614,-1.54482e-12,2.73259e-12,3.11488e-316,-11.6736,16.8227,-12.7034,-6.74916,-1.10578,168.367
0.0331,38.1617,-29.4621,-29.1601,30.4833,-11.6733,16.823,-12.7029,-6.74907,-1.10664,19.3183,-11.1346,-8.18369,18.8434,-18.3275,-20.9764,19.3933,0.00468026,-0.000819153,0.00460801,-1.53835e-12,2.72295e-12,2.35542e-312,-11.6733,16.823,-12.7029,-6.74907,-1.10664,169.049
0.0332,39.2256,-29.5108,-30.1032,30.483,-11.6729,16.8233,-12.7025,-6.74901,-1.10749,19.3685,-10.5281,-8.84039,19.8571,-18.9827,-21.2628,19.393,0.00442063,-0.000443662,0.00439831,-1.542e-12,2.72125e-12,7.1198e-316,-11.6729,16.8233,-12.7025,-6.74901,-1.10749,169.491
0.0333,40.2338,-29.5175,-31.0034,30.4826,-11.6724,16.8236,-12.7021,-6.74898,-1.10832,19.3911,-9.90659,-9.48451,20.8427,-19.6109,-21.5189,19.3926,0.00416283,-0.000104612,0.00416151,-1.54439e-12,2.73509e-12,3.11445e-316,-11.6724,16.8236,-12.7021,-6.74898,-1.10832,169.692
0.0334,41.1848,-29.4822,-31.8595,30.4823,-11.672,16.8239,-12.7017,-6.74899,-1.10914,19.3862,-9.27106,-10.1151,21.7986,-20.2111,-21.7444,19.3923,0.00390713,0.000196311,0.00390219,-1.53582e-12,2.7109e-12,2.37664e-312,-11.672,16.8239,-12.7017,-6.74899,-1.10914,169.652
0.0335,42.0772,-29.405,-32.6703,30.482,-11.6716,16.8242,-12.7013,-6.74902,-1.10994,19.3538,-8.62238,-10.7314,22.7235,-20.7826,-21.9389,19.392,0.00365387,0.000457952,0.00362506,-1.53474e-12,2.70803e-12,3.11471e-316,-11.6716,16.8242,-12.7013,-6.74902,-1.10994,169.371
0.0336,42.9099,-29.286,-33.4346,30.4818,-11.6712,16.8245,-12.7009,-6.74909,-1.11073,19.2939,-7.96148,-11.3324,23.6161,-21.3245,-22.1022,19.3918,0.00340328,0.000679669,0.00333472,-1.5384e-12,2.71976e-12,5.15433e-316,-11.6712,16.8245,-12.7009,-6.74909,-1.11073,168.849
0.0337,43.6816,-29.1253,-34.1512,30.4815,-11.6708,16.8248,-12.7006,-6.74918,-1.11149,19.2066,-7.28929,-11.9173,24.4751,-21.836,-22.234,19.3915,0.00315569,0.000861352,0.00303586,-1.53912e-12,2.72212e-12,6.36599e-314,-11.6708,16.8248,-12.7006,-6.74918,-1.11149,168.087
0.0338,44.3913,-28.9233,-34.8193,30.4813,-11.6704,16.8252,-12.7002,-6.7493,-1.11224,19.092,-6.60676,-12.4852,25.2993,-22.3165,-22.3341,19.3913,0.00291129,0.00100335,0.00273292,-1.53429e-12,2.70919e-12,5.17287e-316,-11.6704,16.8252,-12.7002,-6.7493,-1.11224,167.086
0.0339,45.0378,-28.6801,-35.4379,30.4811,-11.6699,16.8256,-12.6999,-6.74944,-1.11298,18.9503,-5.91487,-13.0354,26.0875,-22.7652,-22.4025,19.3911,0.00267039,0.00110655,0.00243034,-1.54453e-12,2.73375e-12,3.11446e-316,-11.6699,16.8256,-12.6999,-6.74944,-1.11298,165.848
0.034,45.6203,-28.3961,-36.006,30.4809,-11.6695,16.8259,-12.6996,-6.74961,-1.11369,18.7817,-5.2146,-13.5671,26.8386,-23.1815,-22.4389,19.3909,0.00243316,0.00117218,0.0021322,-1.54005e-12,2.72096e-12,2.39786e-312,-11.6695,16.8259,-12.6996,-6.74961,-1.11369,164.374
0.0341,46.1381,-28.0717,-36.523,30.4807,-11.6691,16.8263,-12.6994,-6.7498,-1.11438,18.5864,-4.50693,-14.0795,27.5516,-23.5648,-22.4435,19.3907,0.0021999,0.00120201,0.00184248,-1.54014e-12,2.72318e-12,3.11464e-316,-11.6691,16.8263,-12.6994,-6.7498,-1.11438,162.667
0.0342,46.5902,-27.7075,-36.9879,30.4806,-11.6687,16.8266,-12.6991,-6.75002,-1.11505,18.3648,-3.79287,-14.5719,28.2254,-23.9146,-22.416,19.3906,0.00197073,0.00119807,0.00156474,-1.54358e-12,2.7324e-12,5.14798e-316,-11.6687,16.8266,-12.6991,-6.75002,-1.11505,160.728
0.0343,46.9761,-27.3038,-37.4002,30.4804,-11.6683,16.827,-12.6989,-6.75025,-1.11571,18.117,-3.07343,-15.0436,28.8591,-24.2304,-22.3566,19.3904,0.00174594,0.00116282,0.00130237,-1.54381e-12,2.73117e-12,8.48798e-314,-11.6683,16.827,-12.6989,-6.75025,-1.11571,158.561
0.0344,47.2953,-26.8613,-37.7594,30.4803,-11.6678,16.8274,-12.6987,-6.75051,-1.11634,17.8436,-2.34965,-15.4939,29.4518,-24.5117,-22.2654,19.3903,0.00152563,0.00109893,0.00105826,-1.53457e-12,2.70976e-12,5.14504e-316,-11.6678,16.8274,-12.6987,-6.75051,-1.11634,156.169
0.0345,47.5473,-26.3807,-38.0648,30.4802,-11.6674,16.8278,-12.6985,-6.75078,-1.11695,17.5448,-1.62253,-15.9222,30.0025,-24.7581,-22.1425,19.3902,0.00131006,0.00100942,0.000835063,-1.53905e-12,2.72037e-12,3.11446e-316,-11.6674,16.8278,-12.6985,-6.75078,-1.11695,153.554
0.0346,47.7317,-25.8625,-38.3161,30.4801,-11.667,16.8282,-12.6983,-6.75107,-1.11753,17.2211,-0.893115,-16.3279,30.5107,-24.9694,-21.9881,19.3901,0.00109931,0.000897413,0.000634934,-1.54399e-12,2.72125e-12,2.41908e-312,-11.667,16.8282,-12.6983,-6.75107,-1.11753,150.722
0.0347,47.8483,-25.3075,-38.5128,30.48,-11.6666,16.8285,-12.6981,-6.75138,-1.1181,16.8729,-0.16244,-16.7104,30.9754,-25.1451,-21.8024,19.39,0.000893611,0.000766295,0.000459709,-1.53341e-12,2.70684e-12,5.15088e-316,-11.6666,16.8285,-12.6981,-6.75138,-1.1181,147.675
0.0348,47.8969,-24.7166,-38.6548,30.48,-11.6662,16.8289,-12.698,-6.7517,-1.11864,16.5007,0.568462,-17.0692,31.3961,-25.2851,-21.5856,19.39,0.000693043,0.00061947,0.000310749,-1.53922e-12,2.71701e-12,3.11447e-316,-11.6662,16.8289,-12.698,-6.7517,-1.11864,144.419
0.0349,47.8774,-24.0905,-38.7418,30.4799,-11.6658,16.8293,-12.6979,-6.75203,-1.11917,16.1052,1.29855,-17.4037,31.7722,-25.3891,-21.3381,19.3899,0.000497771,0.000460476,0.000189043,-1.53838e-12,2.71993e-12,2.4403e-312,-11.6658,16.8293,-12.6979,-6.75203,-1.11917,140.957
0.035,47.7899,-23.4302,-38.7737,30.4799,-11.6654,16.8297,-12.6978,-6.75238,-1.11967,15.6867,2.02679,-17.7135,32.1031,-25.457,-21.0602,19.3899,0.000307902,0.000292832,9.51468e-05,-1.54075e-12,2.72077e-12,6.38574e-316,-11.6654,16.8297,-12.6978,-6.75238,-1.11967,137.295
0.0351,47.6345,-22.7366,-38.7504,30.4799,-11.665,16.8301,-12.6977,-6.75274,-1.12014,15.246,2.75216,-17.9982,32.3884,-25.4887,-20.7523,19.3899,0.000123531,0.000120027,2.9215e-05,-1.54491e-12,2.73173e-12,3.11447e-316,-11.665,16.8301,-12.6977,-6.75274,-1.12014,133.438
0.0352,47.4113,-22.0106,-38.6721,30.4799,-11.6646,16.8304,-12.6976,-6.75311,-1.1206,14.7837,3.47361,-18.2573,32.6277,-25.4842,-20.4148,19.3899,-5.5205e-05,-5.447e-05,-8.97838e-06,-1.54891e-12,2.73206e-12,2.46152e-312,-11.6646,16.8304,-12.6976,-6.75311,-1.1206,129.391
0.0353,47.1209,-21.2533,-38.5387,30.4799,-11.6643,16.8308,-12.6975,-6.7535,-1.12103,14.3003,4.19013,-18.4904,32.8206,-25.4435,-20.0483,19.3899,-0.000228289,-0.000227406,-2.00555e-05,-1.53997e-12,2.71968e-12,8.58694e-316,-11.6643,16.8308,-12.6975,-6.7535,-1.12103,125.16
0.0354,46.7634,-20.4658,-38.3505,30.4799,-11.6639,16.8312,-12.6975,-6.75389,-1.12144,13.7966,4.9007,-18.6973,32.9668,-25.3665,-19.6532,19.3899,-0.000395544,-0.000395513,-4.97043e-06,-1.54048e-12,2.71755e-12,3.11448e-316,-11.6639,16.8312,-12.6975,-6.75389,-1.12144,120.752
0.0355,46.3395,-19.6493,-38.1078,30.4799,-11.6635,16.8315,-12.6975,-6.75428,-1.12183,13.2733,5.60431,-18.8776,33.0662,-25.2536,-19.2301,19.3899,-0.000557043,-0.000555943,3.4977e-05,-1.54239e-12,2.71854e-12,2.48274e-312,-11.6635,16.8315,-12.6975,-6.75428,-1.12183,116.171
0.0356,45.8497,-18.8047,-37.8108,30.48,-11.6632,16.8319,-12.6975,-6.75469,-1.1222,12.7312,6.29996,-19.0311,33.1186,-25.1047,-18.7797,19.39,-0.000712553,-0.000705756,9.81829e-05,-1.53516e-12,2.70659e-12,7.13892e-316,-11.6632,16.8319,-12.6975,-6.75469,-1.1222,111.426
0.0357,45.2948,-17.9335,-37.4601,30.48,-11.6628,16.8322,-12.6975,-6.7551,-1.12254,12.171,6.98667,-19.1576,33.1239,-24.9201,-18.3025,19.39,-0.000862247,-0.000842646,0.000182802,-1.54032e-12,2.71935e-12,3.11448e-316,-11.6628,16.8322,-12.6975,-6.7551,-1.12254,106.523
0.0358,44.6755,-17.0367,-37.0561,30.4801,-11.6625,16.8326,-12.6975,-6.75552,-1.12286,11.5934,7.66345,-19.2569,33.0821,-24.7002,-17.7993,19.3901,-0.00100583,-0.000964108,0.00028668,-1.53908e-12,2.71833e-12,2.50396e-312,-11.6625,16.8326,-12.6975,-6.75552,-1.12286,101.468
0.0359,43.9928,-16.1157,-36.5995,30.4802,-11.6622,16.8329,-12.6975,-6.75594,-1.12316,10.9995,8.32936,-19.3288,32.9933,-24.4451,-17.2706,19.3902,-0.00114358,-0.00106848,0.000407584,-1.54029e-12,2.72094e-12,5.14532e-316,-11.6622,16.8329,-12.6975,-6.75594,-1.12316,96.2687
0.036,43.2475,-15.1718,-36.0907,30.4803,-11.6618,16.8333,-12.6976,-6.75636,-1.12344,10.3898,8.98344,-19.3733,32.8577,-24.1553,-16.7174,19.3903,-0.00127515,-0.00115379,0.000542931,-1.54915e-12,2.73372e-12,3.11449e-316,-11.6618,16.8333,-12.6976,-6.75636,-1.12344,90.9328
0.0361,42.4408,-14.2064,-35.5306,30.4804,-11.6615,16.8336,-12.6976,-6.75678,-1.1237,9.76545,9.62477,-19.3902,32.6753,-23.8311,-16.1404,19.3904,-0.00140086,-0.00121901,0.000690242,-1.54714e-12,2.73063e-12,2.52517e-312,-11.6615,16.8336,-12.6976,-6.75678,-1.1237,85.4677
0.0362,41.5737,-13.2207,-34.92,30.4805,-11.6612,16.8339,-12.6977,-6.75721,-1.12394,9.12718,10.2524,-19.3796,32.4465,-23.4731,-15.5404,19.3905,-0.00152039,-0.00126283,0.000846668,-1.54286e-12,2.71769e-12,5.15256e-316,-11.6612,16.8339,-12.6977,-6.75721,-1.12394,79.8811
0.0363,40.6476,-12.2162,-34.2598,30.4806,-11.6609,16.8342,-12.6978,-6.75764,-1.12416,8.47594,10.8655,-19.3415,32.1716,-23.0817,-14.9183,19.3906,-0.00163407,-0.00128485,0.00100963,-1.53551e-12,2.70873e-12,5.14998e-316,-11.6609,16.8342,-12.6978,-6.75764,-1.12416,74.181
0.0364,39.6637,-11.1944,-33.5508,30.4807,-11.6606,16.8345,-12.6978,-6.75807,-1.12436,7.81265,11.4632,-19.2759,31.851,-22.6576,-14.2749,19.3907,-0.0017416,-0.00128445,0.00117616,-1.54404e-12,2.73103e-12,2.31298e-312,-11.6606,16.8345,-12.6978,-6.75807,-1.12436,68.3755
0.0365,38.6234,-10.1566,-32.7941,30.4809,-11.6604,16.8348,-12.6979,-6.7585,-1.12453,7.13826,12.0446,-19.1829,31.4852,-22.2012,-13.6112,19.3909,-0.00184332,-0.00126184,0.00134372,-1.53597e-12,2.70853e-12,5.15256e-316,-11.6604,16.8348,-12.6979,-6.7585,-1.12453,62.4728
0.0366,37.5283,-9.10437,-31.9907,30.481,-11.6601,16.8351,-12.698,-6.75892,-1.12469,6.45371,12.6089,-19.0626,31.0746,-21.7133,-12.9281,19.391,-0.00193895,-0.00121706,0.0015094,-1.54078e-12,2.7201e-12,5.14998e-316,-11.6601,16.8351,-12.698,-6.75892,-1.12469,56.4813
0.0367,36.3798,-8.0392,-31.1419,30.4812,-11.6598,16.8354,-12.6982,-6.75934,-1.12483,5.75998,13.1553,-18.9153,30.6198,-21.1945,-12.2266,19.3912,-0.00202884,-0.0011509,0.00167081,-1.53959e-12,2.71834e-12,2.3342e-312,-11.6598,16.8354,-12.6982,-6.75934,-1.12483,50.4096
0.0368,35.1797,-6.9626,-30.2487,30.4813,-11.6596,16.8356,-12.6983,-6.75977,-1.12496,5.05806,13.683,-18.741,30.1216,-20.6456,-11.5077,19.3913,-0.00211274,-0.00106402,0.00182524,-1.54784e-12,2.73196e-12,5.1716e-316,-11.6596,16.8356,-12.6983,-6.75977,-1.12496,44.2663
0.0369,33.9295,-5.87609,-29.3125,30.4815,-11.6593,16.8359,-12.6984,-6.76018,-1.12506,4.34894,14.1913,-18.5402,29.5806,-20.0674,-10.7723,19.3915,-0.00219099,-0.000957716,0.00197059,-1.55543e-12,2.72134e-12,3.1145e-316,-11.6593,16.8359,-12.6984,-6.76018,-1.12506,38.06
0.037,32.6311,-4.78122,-28.3347,30.4817,-11.6591,16.8361,-12.6986,-6.7606,-1.12515,3.63363,14.6794,-18.313,28.9975,-19.4606,-10.0217,19.3917,-0.00226339,-0.000833208,0.00210444,-1.54834e-12,2.73068e-12,2.54639e-312,-11.6591,16.8361,-12.6986,-6.7606,-1.12515,31.7997
0.0371,31.2864,-3.67954,-27.3165,30.4818,-11.6589,16.8364,-12.6987,-6.76101,-1.12522,2.91315,15.1467,-18.0598,28.3732,-18.8262,-9.25671,19.3918,-0.00233025,-0.00069218,0.00222507,-1.55389e-12,2.72133e-12,8.12037e-316,-11.6589,16.8364,-12.6987,-6.76101,-1.12522,25.4941
0.0372,29.8972,-2.57263,-26.2595,30.482,-11.6587,16.8366,-12.6989,-6.76141,-1.12527,2.18851,15.5924,-17.7809,27.7087,-18.165,-8.47857,19.392,-0.00239141,-0.000536324,0.0023305,-1.53583e-12,2.70507e-12,3.1145e-316,-11.6587,16.8366,-12.6989,-6.76141,-1.12527,19.1524
0.0373,28.4655,-1.46204,-25.1651,30.4822,-11.6585,16.8368,-12.699,-6.76181,-1.12531,1.46075,16.016,-17.4768,27.0047,-17.4781,-7.68835,19.3922,-0.00244718,-0.000367629,0.00241941,-1.53373e-12,2.70947e-12,2.56761e-312,-11.6585,16.8368,-12.699,-6.76181,-1.12531,12.7834
0.0374,26.9933,-0.349372,-24.035,30.4824,-11.6583,16.837,-12.6992,-6.7622,-1.12533,0.730902,16.4169,-17.1478,26.2624,-16.7663,-6.88717,19.3924,-0.00249744,-0.000188124,0.00249035,-1.53614e-12,2.70685e-12,6.43095e-316,-11.6583,16.837,-12.6992,-6.7622,-1.12533,6.39624
0.0375,25.4828,0.763806,-22.8706,30.4826,-11.6581,16.8372,-12.6994,-6.76259,-1.12534,-1.55964e-11,16.7944,-16.7944,25.4828,-16.0306,-6.07618,19.3926,-0.00254247,5.68953e-14,0.00254247,-1.53757e-12,2.70954e-12,3.11451e-316,-11.6581,16.8372,-12.6994,-6.76259,-1.12534,9.35232e-14
0.0376,23.9361,1.87591,-21.6737,30.4828,-11.6579,16.8374,-12.6996,-6.76297,-1.12533,-0.730916,17.1481,-16.4172,24.667,-15.2722,-5.25652,19.3928,-0.00258219,0.000194508,0.00257485,-1.5536e-12,2.7191e-12,2.58883e-312,-11.6579,16.8374,-12.6996,-6.76297,-1.12533,-6.39624
0.0377,22.3554,2.98536,-20.446,30.4829,-11.6578,16.8376,-12.6997,-6.76334,-1.12531,-1.46081,17.4775,-16.0167,23.8162,-14.4921,-4.42936,19.3929,-0.00261685,0.000393118,0.00258716,-1.55008e-12,2.73222e-12,5.15256e-316,-11.6578,16.8376,-12.6997,-6.76334,-1.12531,-12.7834
0.0378,20.7429,4.09057,-19.1892,30.4831,-11.6576,16.8377,-12.6999,-6.7637,-1.12527,-2.18864,17.782,-15.5933,22.9315,-13.6914,-3.59589,19.3931,-0.00264645,0.00059352,0.00257903,-1.55417e-12,2.71994e-12,5.14999e-316,-11.6576,16.8377,-12.6999,-6.7637,-1.12527,-19.1524
0.0379,19.1009,5.18998,-17.9051,30.4833,-11.6575,16.8379,-12.7001,-6.76406,-1.12523,-2.91338,18.0612,-15.1478,22.0143,-12.8712,-2.75728,19.3933,-0.00267118,0.000793451,0.00255061,-1.54389e-12,2.72968e-12,2.35542e-312,-11.6575,16.8379,-12.7001,-6.76406,-1.12523,-25.4941
0.038,17.4318,6.28203,-16.5955,30.4835,-11.6573,16.838,-12.7003,-6.7644,-1.12517,-3.63399,18.3148,-14.6808,21.0658,-12.0328,-1.91472,19.3935,-0.00269108,0.000990652,0.0025021,-1.55249e-12,2.71939e-12,5.14461e-316,-11.6573,16.838,-12.7003,-6.7644,-1.12517,-31.7997
0.0381,15.7379,7.36515,-15.2624,30.4838,-11.6572,16.8382,-12.7005,-6.76474,-1.1251,-4.34945,18.5424,-14.1929,20.0874,-11.1772,-1.06943,19.3938,-0.00270633,0.00118298,0.00243409,-1.55419e-12,2.72e-12,3.11451e-316,-11.6572,16.8382,-12.7005,-6.76474,-1.1251,-38.06
0.0382,14.0217,8.43782,-13.9074,30.484,-11.6571,16.8383,-12.7007,-6.76507,-1.12501,-5.05875,18.7436,-13.6848,19.0804,-10.3058,-0.222596,19.394,-0.00271701,0.00136835,0.00234729,-1.53584e-12,2.70769e-12,2.61005e-312,-11.6571,16.8383,-12.7007,-6.76507,-1.12501,-44.2663
0.0383,12.2855,9.49851,-12.5327,30.4842,-11.657,16.8384,-12.7009,-6.76539,-1.12492,-5.76087,18.9182,-13.1573,18.0464,-9.41968,0.624574,19.3942,-0.00272328,0.00154483,0.00224271,-1.55231e-12,2.72025e-12,5.14458e-316,-11.657,16.8384,-12.7009,-6.76539,-1.12492,-50.4096
0.0384,10.5318,10.5457,-11.1402,30.4844,-11.6569,16.8385,-12.7011,-6.7657,-1.12482,-6.45482,19.0659,-12.6111,16.9867,-8.52019,1.47087,19.3944,-0.00272524,0.00171061,0.0021215,-1.55481e-12,2.7226e-12,3.11452e-316,-11.6569,16.8385,-12.7011,-6.7657,-1.12482,-56.4813
0.0385,8.76324,11.5779,-9.7318,30.4846,-11.6568,16.8386,-12.7013,-6.76601,-1.1247,-7.13962,19.1865,-12.0469,15.9029,-7.60859,2.3151,19.3946,-0.00272303,0.00186404,0.001985,-1.55516e-12,2.72176e-12,2.63127e-312,-11.6568,16.8386,-12.7013,-6.76601,-1.1247,-62.4728
0.0386,6.98218,12.5937,-8.30954,30.4848,-11.6567,16.8387,-12.7015,-6.7663,-1.12458,-7.81428,19.2799,-11.4656,14.7965,-6.68617,3.15605,19.3948,-0.00271678,0.00200366,0.00183473,-1.54697e-12,2.73314e-12,5.16897e-316,-11.6567,16.8387,-12.7015,-6.7663,-1.12458,-68.3755
0.0387,5.1912,13.5916,-6.87544,30.485,-11.6567,16.8388,-12.7017,-6.76658,-1.12445,-8.47785,19.3458,-10.868,13.6691,-5.75424,3.99253,19.395,-0.00270663,0.00212819,0.00167232,-1.54854e-12,2.73027e-12,3.11452e-316,-11.6567,16.8388,-12.7017,-6.76658,-1.12445,-74.181
0.0388,3.39285,14.5702,-5.43155,30.4852,-11.6566,16.8389,-12.7019,-6.76685,-1.12431,-9.12939,19.3843,-10.2549,12.5222,-4.81413,4.82336,19.3952,-0.00269271,0.00223655,0.0014995,-1.55514e-12,2.72289e-12,2.65249e-312,-11.6566,16.8389,-12.7019,-6.76685,-1.12431,-79.8811
0.0389,1.58967,15.528,-3.97991,30.4854,-11.6565,16.8389,-12.7021,-6.76711,-1.12417,-9.76797,19.3952,-9.62725,11.3576,-3.86717,5.64734,19.3954,-0.00267515,0.00232787,0.00131812,-1.5561e-12,2.72134e-12,5.15382e-316,-11.6565,16.8389,-12.7021,-6.76711,-1.12417,-85.4677
0.039,-0.215767,16.4639,-2.52259,30.4856,-11.6565,16.839,-12.7023,-6.76736,-1.12401,-10.3927,19.3786,-8.9859,10.1769,-2.91471,6.46331,19.3956,-0.00265411,0.00240151,0.00113006,-1.55484e-12,2.72172e-12,5.14999e-316,-11.6565,16.839,-12.7023,-6.76736,-1.12401,-90.9328
0.0391,-2.0209,17.3763,-1.06166,30.4858,-11.6565,16.839,-12.7025,-6.7676,-1.12385,-11.0026,19.3344,-8.33176,8.98173,-1.95809,7.2701,19.3958,-0.00262971,0.00245702,0.00093726,-1.53812e-12,2.70744e-12,2.37664e-312,-11.6565,16.839,-12.7025,-6.7676,-1.12385,-96.2687
0.0392,-3.82315,18.2641,0.400802,30.486,-11.6564,16.839,-12.7027,-6.76783,-1.12369,-11.597,19.2627,-7.66578,7.7738,-0.99868,8.06658,19.396,-0.0026021,0.00249417,0.000741648,-1.55478e-12,2.71988e-12,5.48549e-316,-11.6564,16.839,-12.7027,-6.76783,-1.12369,-101.468
0.0393,-5.61998,19.1259,1.86272,30.4862,-11.6564,16.8391,-12.7029,-6.76805,-1.12352,-12.1748,19.1637,-6.98888,6.55484,-0.0378413,8.8516,19.3962,-0.00257143,0.00251297,0.000545161,-1.55373e-12,2.71853e-12,3.11453e-316,-11.6564,16.8391,-12.7029,-6.76805,-1.12352,-106.523
0.0394,-7.40882,19.9605,3.32202,30.4864,-11.6564,16.8391,-12.7031,-6.76826,-1.12334,-12.7354,19.0374,-6.30204,5.32657,0.923063,9.62406,19.3964,-0.00253781,0.0025136,0.000349686,-1.53708e-12,2.70716e-12,2.67371e-312,-11.6564,16.8391,-12.7031,-6.76826,-1.12334,-111.426
